year,country,iso,ifs,cpi,narrowm,money,stir,ltrate
1897,Norway,NOR,142,2.2837931032,67.22208,518.6945,4.63,3.07
1898,Norway,NOR,142,2.347611673,74.63958,558.763,4.29,3.14
1899,Norway,NOR,142,2.4729695779,78.84983,603.1545,6,3.44
1900,Norway,NOR,142,2.577814371,77.18333,653.267,6.5,3.7
1901,Norway,NOR,142,2.5276712091,76.55733,679.068,5.63,3.56
1902,Norway,NOR,142,2.5504635554,75.92442,695.3245,4.58,3.34
1903,Norway,NOR,142,2.6097236559,73.97833,713.0605,5.21,3.31
1904,Norway,NOR,142,2.5983274827,75.2225,733.14,4.92,3.53
1905,Norway,NOR,142,2.6758214603,81.48833,784.6,4.88,3.6
1906,Norway,NOR,142,2.6575875832,83.577,854.0105,5.17,3.55
1907,Norway,NOR,142,2.7236853876,88.80933,907.01,5.21,3.69
1908,Norway,NOR,142,2.7168476837,87.50909,960.3855,5.29,3.76
1909,Norway,NOR,142,2.6416329408,90.88734,1022.185,4.54,3.63
1910,Norway,NOR,142,2.7373607954,97.18575,1087.38,4.5,3.69
1911,Norway,NOR,142,2.7935773209,104.4069,1168.726,4.67,3.8
1912,Norway,NOR,142,2.9665552005,111.1853,1266.233,5.42,4.02
1913,Norway,NOR,142,3.0789903898,121.8155,1258.227,5.5,4.21
1914,Norway,NOR,142,3.1135846855,144.3493,1382.402,5.04,4.29
1915,Norway,NOR,142,3.5633254564,175.4096,1589.491,5.21,5.06
1916,Norway,NOR,142,4.2465846451,283.8826,2281.162,5.04,5.17
1917,Norway,NOR,142,5.2757974549,423.1758,3294.896,5.54,5.12
1918,Norway,NOR,142,7.4120618434,488.1611,4382.313,6,5.58
1919,Norway,NOR,142,7.9266693174,528.2416,4946.5,5.71,5.78
1920,Norway,NOR,142,9.2369690312,575.725,5381.783,6.58,6.77
1921,Norway,NOR,142,8.5623578818,552.8834,5532.2,6.75,6.02
1922,Norway,NOR,142,7.1785434117,547.9,5516.517,5.46,5.05
1923,Norway,NOR,142,6.7461008578,540.1166,4820.075,5.83,5.35
1924,Norway,NOR,142,7.3947636264,488.4417,4502.358,6.92,5.85
1925,Norway,NOR,142,7.5244970327,477.8167,4280.708,5.79,5.68
1926,Norway,NOR,142,6.4001472507,535.35,4050.781,5.33,5.34
1927,Norway,NOR,142,5.7514844821,484.25,3819.54,4.58,5.25
1928,Norway,NOR,142,5.3622864016,421.7167,3487.5,5.5,5.26
1929,Norway,NOR,142,5.1460640486,387.95,3475.758,5.54,5.36
1930,Norway,NOR,142,4.973086169,371.3583,3464.958,4.5,5.05
1931,Norway,NOR,142,4.7136214948,365.3833,3414.375,4.83,5.01
1932,Norway,NOR,142,4.6271325481,394.875,3237.133,4.63,5.02
1933,Norway,NOR,142,4.5838880885,375.7167,3177.183,3.67,4.95
1934,Norway,NOR,142,4.5838880885,390.875,3043.858,3.5,4.67
1935,Norway,NOR,142,4.6703770214,399.0833,3086.242,3.5,4.44
1936,Norway,NOR,142,4.8001104415,441.1417,3091.567,3.54,4.52
1937,Norway,NOR,142,5.1460640486,488.8083,3149.583,4,4.46
1938,Norway,NOR,142,5.3190419282,563.85,3365.917,3.5,4.33
1939,Norway,NOR,142,5.3622864016,623.3,3429.442,3.83,4.58
1940,Norway,NOR,142,6.2704138306,1006.233,3762.742,3.5,5.39
1941,Norway,NOR,142,7.3561616564,2190.597,4806.95,3,3.67
1942,Norway,NOR,142,7.8140553454,2592.935,6043.083,3,3.54
1943,Norway,NOR,142,7.9932311368,3309.985,7256.433,3,3.52
1944,Norway,NOR,142,8.0927732431,3904.81,8568.275,3,3.45
1945,Norway,NOR,142,8.2420864025,3492.788,9049.15,3,3.42
1946,Norway,NOR,142,8.4411706152,2781.823,8887.191,2.5,2.96
1947,Norway,NOR,142,8.4809874577,3410.002,9770.241,2.5,2.5
1948,Norway,NOR,142,8.4212621939,3630.663,10512.53,2.5,2.49
1949,Norway,NOR,142,8.4511248258,3512.987,10759.89,2.5,2.5
1950,Norway,NOR,142,8.8791558829,3801.033,11122.08,2.5,2.58
1951,Norway,NOR,142,10.2727453713,3661.915,11564.67,2.5,2.74
1952,Norway,NOR,142,11.19848696,4079.13,12777.75,2.5,2.74
1953,Norway,NOR,142,11.4473422258,3877.5,13429.92,2.5,2.72
1954,Norway,NOR,142,11.9151901254,3976.333,14231.67,2.5,2.69
1955,Norway,NOR,142,12.034640653,3900.25,14521.83,3.42,2.99
1956,Norway,NOR,142,12.492534342,3981.917,14974,3.5,4.31
1957,Norway,NOR,142,12.8508859247,4329.167,15828,3.5,4.57
1958,Norway,NOR,142,13.4979096158,4318.833,16223.33,3.5,4.76
1959,Norway,NOR,142,13.8064901453,4359.75,16899.75,3.5,4.61
1960,Norway,NOR,142,13.8562611985,4491.833,17522.5,3.5,4.58
1961,Norway,NOR,142,14.1548875174,4605.75,18565.25,3.5,4.64
1962,Norway,NOR,142,14.9014533148,4892.167,19858.17,3.5,4.95
1963,Norway,NOR,142,15.2697591081,5115.667,21061,3.5,4.96
1964,Norway,NOR,142,16.1656380649,5513,22756.42,3.5,4.94
1965,Norway,NOR,142,16.8425243878,5864.25,24824.67,4.82,4.99
1966,Norway,NOR,142,17.3900059725,6317.833,27002.33,,5
1967,Norway,NOR,142,18.186342823,6902,29422.33,4.55,5
1968,Norway,NOR,142,18.8134580928,7066.75,32144.5,4.88,4.94
1969,Norway,NOR,142,19.3708938881,7339.5,35808.08,5.77,5.12
1970,Norway,NOR,142,21.4314154888,7786.25,39969.75,6.24,6.29
1971,Norway,NOR,142,22.7652797133,8590.56,45586.17,5.08,6.4
1972,Norway,NOR,142,24.4176786781,9217.396,50691.75,5.4,6.27
1973,Norway,NOR,142,26.2293450129,9949.387,56631.67,6.2,6.19
1974,Norway,NOR,142,28.6979892495,11276.83,62921.17,7.52,7.1
1975,Norway,NOR,142,32.0525582321,13144.19,71279.66,7.48,7.29
1976,Norway,NOR,142,34.9890503683,14863.14,82994.09,8.58,7.25
1977,Norway,NOR,142,38.1743977703,16500.4,97708.41,11.44,7.39
1978,Norway,NOR,142,41.2900656978,17730.17,110120.1,11.48,8.45
1979,Norway,NOR,142,43.2410909815,19444.83,124210.9,10.32,8.59
1980,Norway,NOR,142,47.9593868206,20354,139709.7,12.29,10.2675
1981,Norway,NOR,142,54.5092574159,21377.17,157785,12.28,12.3125
1982,Norway,NOR,142,60.6808680072,22687,174500.3,14.61,13.2033
1983,Norway,NOR,142,65.7873780609,23141.83,190676.8,13.57,12.8583
1984,Norway,NOR,142,69.9382838941,24565.33,216753,13.2,12.16
1985,Norway,NOR,142,73.8901055146,26496.17,251186.2,13.47,12.5817
1986,Norway,NOR,142,79.2056539916,28692,272079.3,13.73,13.4717
1987,Norway,NOR,142,86.1138761696,32433.08,298664.8,14.14,13.56
1988,Norway,NOR,142,91.8674099144,33132.08,340522.5,14.26,12.97
1989,Norway,NOR,142,96.0382241688,35012.33,358695.9,11.52,10.835
1990,Norway,NOR,142,100,32111.17,383286.6,11.76,10.7183
1991,Norway,NOR,142,103.4242484571,31870.08,409362.9,10.48,9.8675
1992,Norway,NOR,142,105.8530758511,34024.7,447305.8,10.75,9.78417
1993,Norway,NOR,142,108.2719490344,36284.5,471871.7,7.02,6.51667
1994,Norway,NOR,142,109.7849890504,45245.42,492108.3,5.55,7.12667
1995,Norway,NOR,142,112.4726259208,43391,521102.7,5.48,6.82333
1996,Norway,NOR,142,113.8761696198,46202.75,553386.5,4.75,5.94333
1997,Norway,NOR,142,116.8126617559,55522.92,568940.7,3.61,5.12583
1998,Norway,NOR,142,119.4604817838,53321.33,598614.8,5.45,5.35417
1999,Norway,NOR,142,122.2476607605,53250.83,639015.3,6.83,5.3825
2000,Norway,NOR,142,126.0203065897,59204.08,704463.9,6.3,6.37917
2001,Norway,NOR,142,129.8228150508,57977.58,766941.3,7,6.31
2002,Norway,NOR,142,131.4951224368,84551.66,825827.5,6.84,6.3275
2003,Norway,NOR,142,134.7501493132,76354.5,861525.2,4.55,4.50167
2004,Norway,NOR,142,135.3772645829,64933.8333333333,936103.166666667,1.89,3.6
2005,Norway,NOR,142,137.4377861836,75638.5,1029647.75,1.97,3.28
2006,Norway,NOR,142,140.6430420068,74162.0833333333,1148376.91666667,2.77,3.93417
2007,Norway,NOR,142,141.6683257018,77314.1666666667,1335364.75,4.45,4.78083
2008,Norway,NOR,142,147.0037826,96754.5,1459602.08333333,5.66,4.34667
2009,Norway,NOR,142,150.189130002,128742.166666667,1511496.75,2.93,3.31583
2010,Norway,NOR,142,153.7925542504,99742.3333333333,1559178.75,2.78,2.77083
2011,Norway,NOR,142,155.7933505873,107457.583333333,1664592.16666667,3.03,2.55667
2012,Norway,NOR,142,156.8982679674,93386.0833333333,1734498.41666667,1.8,1.57417
2013,Norway,NOR,142,160.2428827394,95888.25,1812812.08333333,1.51,1.9191666667
1870,Portugal,PRT,182,0.0441201021,60,60,,12.59435
1871,Portugal,PRT,182,0.0429276669,65,65,,10.5363
1872,Portugal,PRT,182,0.0429276669,69,69,,8.0068
1873,Portugal,PRT,182,0.0566406716,75,75,,7.8846
1874,Portugal,PRT,182,0.0465049725,78,78,,6.364984
1875,Portugal,PRT,182,0.0471011901,87,87,,5.255684
1876,Portugal,PRT,182,0.0476974076,78,78,,4.9657
1877,Portugal,PRT,182,0.0542558012,80,80,,5.3822
1878,Portugal,PRT,182,0.0536595836,84,84,,5.610716
1879,Portugal,PRT,182,0.0512747132,83,83,,5.436766
1880,Portugal,PRT,182,0.0476974076,86,86,5.77,5.73
1881,Portugal,PRT,182,0.0488898428,92,92,5.04,5.67
1882,Portugal,PRT,182,0.0494860604,91,91,5.63,5.68
1883,Portugal,PRT,182,0.0471011901,96,96,5.8,5.64
1884,Portugal,PRT,182,0.0435238845,101,101,5.9,5.97
1885,Portugal,PRT,182,0.0417352317,105,105,6,6.64
1886,Portugal,PRT,182,0.0429276669,116,116,4.5,5.85
1887,Portugal,PRT,182,0.0417352317,127,127,4.775,5.23
1888,Portugal,PRT,182,0.0417352317,140,140,4.5,4.71
1889,Portugal,PRT,182,0.0453125373,151,151,4.5,4.48
1890,Portugal,PRT,182,0.0512747132,152,152,7,4.86
1891,Portugal,PRT,182,0.0494860604,71,71,7,7.07
1892,Portugal,PRT,182,0.0506784956,86,86,6,12.33
1893,Portugal,PRT,182,0.0518709308,81,81,6,13.98
1894,Portugal,PRT,182,0.053063366,84,84,5,12.71
1895,Portugal,PRT,182,0.050082278,88,88,6,11.5
1896,Portugal,PRT,182,0.0506784956,91,91,6,11.38
1897,Portugal,PRT,182,0.0548520188,95,95,6,13.47
1898,Portugal,PRT,182,0.0572368892,105,105,6,14.32
1899,Portugal,PRT,182,0.056044454,108,108,5,12.07
1900,Portugal,PRT,182,0.0542558012,108,108,5,12.28
1901,Portugal,PRT,182,0.0536595836,112,112,5,11.54
1902,Portugal,PRT,182,0.0518709308,113,113,5,9.83
1903,Portugal,PRT,182,0.0536595836,113,113,5,8.3
1904,Portugal,PRT,182,0.0572368892,113,113,5,4.82
1905,Portugal,PRT,182,0.0566406716,113,113,5,4.33
1906,Portugal,PRT,182,0.0566406716,115,115,5,4.23
1907,Portugal,PRT,182,0.0566406716,116,116,5.5,4.49
1908,Portugal,PRT,182,0.0572368892,119,119,4,4.82
1909,Portugal,PRT,182,0.0578331068,113,113,5,4.75
1910,Portugal,PRT,182,0.0554482364,126,126,5.5,4.48
1911,Portugal,PRT,182,0.059025542,131,131,5.5,4.5
1912,Portugal,PRT,182,0.0584293244,134,134,5.5,4.61
1913,Portugal,PRT,182,0.0602179772,146,160,5.5,4.72
1914,Portugal,PRT,182,0.0596217596,165,179,5.5,4.7619047619
1915,Portugal,PRT,182,0.0667763707,183,199,5.5,5.1391862955
1916,Portugal,PRT,182,0.0816818106,213,231,5.5,5.504587156
1917,Portugal,PRT,182,0.0965872505,271,295,5.5,5.1724137931
1918,Portugal,PRT,182,0.1746917555,358,396,5.5,5.2631578947
1919,Portugal,PRT,182,0.1997328945,587,657,5.5,6.976744186
1920,Portugal,PRT,182,0.3458062054,840,931,7,13.9534883721
1921,Portugal,PRT,182,0.5419617944,1083,1242,7,13.0434782609
1922,Portugal,PRT,182,0.6552431375,1555,1787,7,10.7142857143
1923,Portugal,PRT,182,1.02907157,1986,2271,9,9.0909090909
1924,Portugal,PRT,182,1.4303260118,2438,2748,9,10.1694915254
1925,Portugal,PRT,182,1.3748777754,2438,2747,9,9.8360655738
1926,Portugal,PRT,182,1.316448451,2499,2870,8,9.5238095238
1927,Portugal,PRT,182,1.4136319191,2565,3008,8,10.1351351351
1928,Portugal,PRT,182,1.3528177244,2808,3400,8,9.6153846154
1929,Portugal,PRT,182,1.4076697431,3142,4122,8,7.8947368421
1930,Portugal,PRT,182,1.3373160669,3529,4472,7.5,8.1081081081
1931,Portugal,PRT,182,1.1864730152,3503,4349,7,6.66
1932,Portugal,PRT,182,1.1620280938,3758,4555,6.5,6.03
1933,Portugal,PRT,182,1.1614318762,3717,4565,5.5,4.78
1934,Portugal,PRT,182,1.1733562281,4302,5226,5,4
1935,Portugal,PRT,182,1.1757410985,4757,5635,5,4.05
1936,Portugal,PRT,182,1.2055519782,4994,5833,4.5,3.65
1937,Portugal,PRT,182,1.2532493859,4966,5818,4,3.61
1938,Portugal,PRT,182,1.2144952422,5128,5965,4,3.74
1939,Portugal,PRT,182,1.1435453483,5740,6850,4,3.97
1940,Portugal,PRT,182,1.1978011495,6435,7544,4,3.83
1941,Portugal,PRT,182,1.3462593308,9673,10797,3.5,3.61
1942,Portugal,PRT,182,1.6443681286,14728,16033,3.5,2.92
1943,Portugal,PRT,182,1.859006463,18032,19377,2.5,2.82
1944,Portugal,PRT,182,1.9126660466,22716,23895,2,2.76
1945,Portugal,PRT,182,2.0849729317,24973,26039,2,2.83
1946,Portugal,PRT,182,2.3729460304,27736,28775,2,2.83
1947,Portugal,PRT,182,2.4462807946,26207,27216,2,3.04
1948,Portugal,PRT,182,2.0158116906,24754,25718,2,3.24
1949,Portugal,PRT,182,2.3371729746,23090,23950,2,3.76
1950,Portugal,PRT,182,2.2769549975,23947,24857,2,3.92
1951,Portugal,PRT,182,2.3085545301,27501,28496,2,3.79
1952,Portugal,PRT,182,2.3121318356,28508,29678,2,3.48
1953,Portugal,PRT,182,2.3329994515,29777,31225,2,3.38
1954,Portugal,PRT,182,2.3514821969,32862,34613,2,3.27
1955,Portugal,PRT,182,2.4307791372,34366,36545,2,3.18
1956,Portugal,PRT,182,2.5375020868,36440,39001,2,3.03
1957,Portugal,PRT,182,2.5380983044,38670,41580,2,3.05
1958,Portugal,PRT,182,2.5744675777,41803,45419,2,3.03
1959,Portugal,PRT,182,2.6084519806,45069,49490,2,3.45
1960,Portugal,PRT,182,2.6662850874,48204,54233,2,3.46
1961,Portugal,PRT,182,2.6597266939,47975,54874,2,3.82
1962,Portugal,PRT,182,2.6585342587,51937,61054,2,3.95833
1963,Portugal,PRT,182,2.7276954997,59039,70173,2,4.18167
1964,Portugal,PRT,182,2.8612482412,67208,81156,2,3.94333
1965,Portugal,PRT,182,2.9542581861,74181,93506,2.5,3.87
1966,Portugal,PRT,182,3.0293816031,82839,104053,2.5,3.96333
1967,Portugal,PRT,182,3.1557797334,88583,115588,2.5,5.00417
1968,Portugal,PRT,182,3.2183825809,94673,130980,2.5,5.1075
1969,Portugal,PRT,182,3.3048341323,107014,153670,2.75,5.145
1970,Portugal,PRT,182,3.4711788414,111164,172262,3.5,5.27833
1971,Portugal,PRT,182,3.7281486251,126630,203102,3.75,5.6925
1972,Portugal,PRT,182,4.0411628628,149346,245106,4,6.005
1973,Portugal,PRT,182,4.3517922301,191506,302648,5,5.49583
1974,Portugal,PRT,182,6.0003338819,209467,334668,7.5,7.5
1975,Portugal,PRT,182,7.1122796976,260456,357229,6.5,8.474
1976,Portugal,PRT,182,8.5801674179,246319,460835,6.5,9.73833
1977,Portugal,PRT,182,11.4092199089,274807,567448,13,10.8017
1978,Portugal,PRT,182,14.4624502158,314878,726573,18.42,16.1667
1979,Portugal,PRT,182,17.9479382796,395171,1111524,14.87,16.6833
1980,Portugal,PRT,182,21.2497913238,488012,1347420,9.95,16.6825
1981,Portugal,PRT,182,24.6667143641,531576,1736453,9.24,16.705
1982,Portugal,PRT,182,30.1918628223,618907,2198396,12.4175,16.7917
1983,Portugal,PRT,182,37.8908206339,675622,2649902,18.2442,19.2225
1984,Portugal,PRT,182,48.8033912857,783872,3385042,21.2733,21.5025
1985,Portugal,PRT,182,58.3691063891,991979,4201001,20.1667,20.7483
1986,Portugal,PRT,182,65.2566120531,1345219,4922512,14.5225,15.7558
1987,Portugal,PRT,182,71.2301161432,1547943,5518550,13.6925,15.1175
1988,Portugal,PRT,182,78.315566049,1754394,6226944,12.9683333333,14.1475
1989,Portugal,PRT,182,88.1835634733,1861439,6847249,14.8272727273,14.9433
1990,Portugal,PRT,182,100,2408791,8051978,16.9025,15.4025
1991,Portugal,PRT,182,111.400276645,2717132.546,9730594.352,17.7375,14.5367
1992,Portugal,PRT,182,121.3147790418,3303341.914,11832247.158,16.70575,13.8317
1993,Portugal,PRT,182,129.2003529608,3542316.458,13227401.396,13.2450833333,11.1808
1994,Portugal,PRT,182,135.9185328277,3987186.016,14624760.936,11.1066666667,10.4792
1995,Portugal,PRT,182,141.4913786936,4346449.76,15807805.218,9.7866666667,11.465
1996,Portugal,PRT,182,145.8777515442,4940076.962,16994257.694,7.3666666667,8.55917
1997,Portugal,PRT,182,149.0871908612,5783304.254,18486244.738,5.7416666667,6.35833
1998,Portugal,PRT,182,152.3879812668,6752634.724,19593907.788,4.3083333333,4.8775
1999,Portugal,PRT,182,155.6917527007,8025494.942,21474829.912,2.9635,4.7775
2000,Portugal,PRT,182,160.0573494464,8524494.64,22768139.294,4.3917666667,5.595
2001,Portugal,PRT,182,167.115878557,9417040.504,24372596.74,4.2617833333,5.1575
2002,Portugal,PRT,182,173.2624005704,9262468.882,24020149.384,3.3185916667,5.00667
2003,Portugal,PRT,182,178.9072895809,9845671.02,24827690.88,2.3334666667,4.17833
2004,Portugal,PRT,182,183.3960734765,9992022.88,26092531.818,2.1063333333,4.14333
2005,Portugal,PRT,182,187.2969079594,11265284.062,27711624.45,2.1846833333,3.4375
2006,Portugal,PRT,182,192.9963528686,11638581.546,28717242.162,3.079225,3.915
2007,Portugal,PRT,182,197.6726544986,11323223.36,30987500.33,4.2776083333,4.42417
2008,Portugal,PRT,182,202.9129565693,10898402.002,33525401.968,4.6342333333,4.5225
2009,Portugal,PRT,182,201.0806525715,10922058.878,31654904.908,1.2283583333,4.21083
2010,Portugal,PRT,182,203.8736628357,10728192.784,31852580.16,0.8109583333,5.39583
2011,Portugal,PRT,182,211.1254490228,10042143.38,31243515.844,1.3906,10.2408
2012,Portugal,PRT,182,216.9884027422,9592061.29,28487489.79,0.5731833333,10.5475
2013,Portugal,PRT,182,217.9431517142,10119328.95,28859183.418,0.2206666667,6.29417
1870,Sweden,SWE,144,2.6416337286,,,4.5,4.777498
1871,Sweden,SWE,144,2.7108036891,92.76192,249.6196310277,4.25,4.66468
1872,Sweden,SWE,144,2.8194993412,109.7361,318.0905744461,4,4.603779
1873,Sweden,SWE,144,3.0434782609,118.9968,357.8381218072,4.5833333333,4.601871
1874,Sweden,SWE,144,3.152173913,110.652,404.5482292899,5.125,4.3999090909
1875,Sweden,SWE,144,3.1324110672,97.04978,409.2135982603,5.5,4.4366666667
1876,Sweden,SWE,144,3.1422924901,93.05379,437.0542565245,5.336,4.5184166667
1877,Sweden,SWE,144,3.1258234519,74.49459,421.8080607026,5.5,4.59575
1878,Sweden,SWE,144,2.9216073781,68.68469,401.7524692411,5.8333333333,4.6103333333
1879,Sweden,SWE,144,2.7404479578,71.78407,412.6847094321,5.4166666667,4.4875833333
1880,Sweden,SWE,144,2.8820816864,81.5868,458.3438035631,4.3333333333,4.2071666667
1881,Sweden,SWE,144,2.9545454545,79.70256,478.6457950289,4,4.065
1882,Sweden,SWE,144,2.8754940711,85.55707,514.0430134251,4.4583333333,4.0915
1883,Sweden,SWE,144,2.8590250329,81.69059,543.7967917227,4.75,4.09775
1884,Sweden,SWE,144,2.7536231884,85.41704,581.2078412652,4.5,4.1003333333
1885,Sweden,SWE,144,2.6251646904,83.09914,601.1166682797,4.5,4.0278333333
1886,Sweden,SWE,144,2.4967061924,84.15448,624.2468820171,4.0833333333,3.9129166667
1887,Sweden,SWE,144,2.407773386,84.92538,639.019540053,4,3.8826666667
1888,Sweden,SWE,144,2.4934123847,93.78032,664.0089004896,3.5416666667,3.6634166667
1889,Sweden,SWE,144,2.6054018445,99.48944,688.0589097986,3.5833333333,3.5873333333
1890,Sweden,SWE,144,2.6613965744,100.1793,716.8681547464,4.5416666667,3.6140833333
1891,Sweden,SWE,144,2.7437417655,99.2426,746.9558441609,4.9166666667,3.7704166667
1892,Sweden,SWE,144,2.6943346509,98.06279,763.4342355599,4.7083333333,3.8469166667
1893,Sweden,SWE,144,2.5856389987,102.0107,799.2758539639,4.2083333333,3.748
1894,Sweden,SWE,144,2.453886693,104.4232,840.6343880198,4,3.6375
1895,Sweden,SWE,144,2.5,108.0257,884.881571015,4,3.58975
1896,Sweden,SWE,144,2.4802371542,120.739,938.1075897227,3.7916666667,3.5428333333
1897,Sweden,SWE,144,2.5592885375,132.5504,1031.3678402409,4.625,3.52925
1898,Sweden,SWE,144,2.6811594203,142.3028,1138.0433976601,4.9583333333,3.5590833333
1899,Sweden,SWE,144,2.7997364954,140.0968,1253.2314885614,5.9166666667,3.70575
1900,Sweden,SWE,144,2.8326745718,140.1589,1358.1304237274,5.875,3.79725
1901,Sweden,SWE,144,2.7635046113,141.067,1451.2647364656,5.4166666667,3.7675833333
1902,Sweden,SWE,144,2.7865612648,141.4189,1514.1104264525,4.875,3.6688333333
1903,Sweden,SWE,144,2.8326745718,152.0305,1597.8844723605,4.5,3.6695
1904,Sweden,SWE,144,2.7997364954,150.3943,1672.9709625612,4.625,3.7120833333
1905,Sweden,SWE,144,2.8590250329,160.1879,1795.9460758208,4.75,3.7243333333
1906,Sweden,SWE,144,2.9183135705,177.3588,1979.0740790202,5.1666666667,3.8054166667
1907,Sweden,SWE,144,3.069828722,164.9293,2132.9743483756,6.125,3.9138333333
1908,Sweden,SWE,144,3.115942029,179.6408,2250.9813726594,5.8333333333,3.9955833333
1909,Sweden,SWE,144,3.0862977602,181.5881,2317.1563960378,4.6666666667,3.8831666667
1910,Sweden,SWE,144,3.0862977602,189.0598,2421.3347089689,4.625,3.8801666667
1911,Sweden,SWE,144,3.1785243742,199.2201,2528.4199552842,4.625,3.9553333333
1912,Sweden,SWE,144,3.244400527,209.1024,2666.6748021441,4.8333333333,4.0354166667
1913,Sweden,SWE,144,3.2542819499,220.4003,2811.344849116,5.5,4.338
1914,Sweden,SWE,144,3.2971014493,288.8456,3005.5657413981,5.25,4.5738333333
1915,Sweden,SWE,144,3.7878787879,312.9592,3304.1653910592,5.5,4.89175
1916,Sweden,SWE,144,4.2819499341,380.0257,3984.2235362736,5.25,5.1848333333
1917,Sweden,SWE,144,5.4018445323,522.9125,4991.2838205343,5.75,5.1883333333
1918,Sweden,SWE,144,7.9380764163,759.5225,6685.3542501308,6.9583333333,5.4675
1919,Sweden,SWE,144,8.7615283267,670.4329,7339.0749726628,6.375,5.4233333333
1920,Sweden,SWE,144,8.9262187088,688.8759,7585.2412880746,7,6.0908333333
1921,Sweden,SWE,144,7.279314888,569.9269,7361.6176397233,6.4166666667,5.8766666667
1922,Sweden,SWE,144,6.0606060606,524.5571,6947.3351435966,4.8333333333,4.7816666667
1923,Sweden,SWE,144,5.7312252964,515.2646,6637.6963826315,4.6666666667,4.8516666667
1924,Sweden,SWE,144,5.7312252964,501.5482,6496.3116690503,5.5,4.89
1925,Sweden,SWE,144,5.8300395257,501.2013,6441.9022458775,5.125,4.8141666667
1926,Sweden,SWE,144,5.6324110672,493.4604,6558.3311368005,4.5,4.6825
1927,Sweden,SWE,144,5.5665349144,501.4981,6705.3087393683,4.125,4.5716666667
1928,Sweden,SWE,144,5.5994729908,518.3029,6781.6301629239,4.0416666667,4.6183333333
1929,Sweden,SWE,144,5.5335968379,552.3481,7023.1090115871,4.7916666667,4.5566666667
1930,Sweden,SWE,144,5.3359683794,573.7256,7331.1256391906,3.7083333333,4.1766666667
1931,Sweden,SWE,144,5.1712779974,564.9874,7386.6888401613,4.375,4.2191666667
1932,Sweden,SWE,144,5.1054018445,568.3488,7566.3819099673,4.3333333333,4.3166666667
1933,Sweden,SWE,144,4.9736495389,612.0402,7738.7807574237,3.1666666667,4.0216666667
1934,Sweden,SWE,144,5.0065876153,664.0395,7883.9220932928,2.5,3.4716666667
1935,Sweden,SWE,144,5.1054018445,755.6451,8140.6523200002,2.5,3.19
1936,Sweden,SWE,144,5.1712779974,867.675,8539.6570380822,2.5,3.1241666667
1937,Sweden,SWE,144,5.3359683794,948.2209,8970.1012233801,2.5,3.0391666667
1938,Sweden,SWE,144,5.4347826087,1032.067,9565.8152782321,2.5,2.3383333333
1939,Sweden,SWE,144,5.5994729908,1415.93,10183.4677334673,2.5416666667,2.8966666667
1940,Sweden,SWE,144,6.3570487484,1461.677,10175.7726222217,3.3333333333,3.9133333333
1941,Sweden,SWE,144,7.2134387352,1670.263,11274.2081969677,3.1666666667,3.3908333333
1942,Sweden,SWE,144,7.7075098814,1999.456,12478.0971068893,3,3.2325
1943,Sweden,SWE,144,7.7404479578,2258.58,14075.2775792375,3,3.2741666667
1944,Sweden,SWE,144,7.7075098814,2494.221,15612.1584949767,3,3.2783333333
1945,Sweden,SWE,144,7.674571805,2768.53,17154.0162996917,2.5416666667,3.0408333333
1946,Sweden,SWE,144,7.7075098814,2887.893,18350.4154317047,2.5,3.0116666667
1947,Sweden,SWE,144,7.9380764163,2905.14,19337.5505600617,2.5,3.0233333333
1948,Sweden,SWE,144,8.3992094862,3142.139,20360.1496890383,2.5,3.0775
1949,Sweden,SWE,144,8.4321475626,3317.203,22035.7870516461,2.5,3.0175
1950,Sweden,SWE,144,8.5638998682,3552.177,23457.1239653666,2.5416666667,3.1083333333
1951,Sweden,SWE,144,10.0131752306,4092.724,26611.6013538107,3,3.2316666667
1952,Sweden,SWE,144,10.7378129117,4575.736,27836.277819651,3,3.2816666667
1953,Sweden,SWE,144,10.8036890646,4851.294,30629.6814240091,2.9583333333,3.2741666667
1954,Sweden,SWE,144,10.9025032938,5092.32,32630.6841256346,2.75,3.2441666667
1955,Sweden,SWE,144,11.1660079051,5313.251,33787.7765902942,3.5,3.7025
1956,Sweden,SWE,144,11.7259552042,5586.366,35802.3997366021,3.7916666667,3.7491666667
1957,Sweden,SWE,144,12.2529644269,5813.088,38544.7340067346,4.5,4.33
1958,Sweden,SWE,144,12.7799736495,6021.222,41752.4709516648,4.6666666667,4.335
1959,Sweden,SWE,144,12.8787878788,6193.208,46905.3305972441,4.5,4.2825
1960,Sweden,SWE,144,13.4057971014,6539.979,47779.4737236271,5,4.5658333333
1961,Sweden,SWE,144,13.7022397892,6843.08,50879,5,4.555
1962,Sweden,SWE,144,14.3610013175,7271.461,55802,4.3333333333,4.9891666667
1963,Sweden,SWE,144,14.7891963109,7790.645,60574,3.7916666667,4.925
1964,Sweden,SWE,144,15.2503293808,8342.241,65131,4.5833333333,5.64
1965,Sweden,SWE,144,16.0408432148,8701.82,68565,5.375,6.1791666667
1966,Sweden,SWE,144,17.0948616601,9296.728,74113,5.7916666667,6.5691666667
1967,Sweden,SWE,144,17.7865612648,10018.06,83887,5.2083333333,6.0608333333
1968,Sweden,SWE,144,18.1488801054,10469.24,93402,5.4166666667,6.3033333333
1969,Sweden,SWE,144,18.6429512516,10962.64,97893,6.4166666667,6.9741666667
