year,country,iso,ifs,pop,rgdpmad,rgdppc,rconpc,gdp,iy
1968,Italy,ITA,136,52986.6,8382.4052863768,38.1734746598,41.39,54830.9447227326,0.2347651143
1969,Italy,ITA,136,53317,8879.3740468348,40.244990091,44.1,60626.6087744376,0.2473251316
1970,Italy,ITA,136,53661.1,9366.5963497348,42.0792607126,46.45,68512.2717014946,0.2550433009
1971,Italy,ITA,136,54005.5,9489.247577701,42.6181424771,47.97,74778.4432231298,0.2505766701
1972,Italy,ITA,136,54365.56,9795.1262559354,43.7963175075,49.28,81918.6014897165,0.2447832755
1973,Italy,ITA,136,54796.84,10413.5496736997,46.8821098372,51.85,98905.4947400111,0.2591732832
1974,Italy,ITA,136,55226.26,10913.8779463991,48.5999715339,53.1,125409.757245111,0.2720884327
1975,Italy,ITA,136,55571.89,10618.9824794989,46.9786980549,52.91,143729.351759626,0.2613410982
1976,Italy,ITA,136,55838.54,11307.6635448113,50.0526180828,54.98,180723.027372334,0.2491910185
1977,Italy,ITA,136,56059.25,11541.9178050392,50.8881061658,56.46,219627.796213892,0.2477967296
1978,Italy,ITA,136,56240.14,11869.490233585,52.9421149826,57.74,258422.958667824,0.2415363106
1979,Italy,ITA,136,56367.71,12532.2881689976,56.0859608557,61.49,316127.91301175,0.2421618075
1980,Italy,ITA,136,56451.25,12927.0179974104,57.8341069831,65.03,395033.260160138,0.2564818846
1981,Italy,ITA,136,56502.49,13018.3221934906,58.4086056529,66,473408.788034953,0.2579008504
1982,Italy,ITA,136,56535.64,13064.0132648361,59.0321027206,66.6,558825.888852719,0.2430672527
1983,Italy,ITA,136,56630.13,13208.5971895461,59.674514981,66.45,650878.202136677,0.2302575905
1984,Italy,ITA,136,56696.96,13634.0949306931,62.5774939862,68.38,744182.067963108,0.2284548211
1985,Italy,ITA,136,56731.21,14009.7727237635,64.5345121344,70.33,835268.165863375,0.223976344
1986,Italy,ITA,136,56733.83,14408.1052781894,65.9638165307,73.2,923643.449959968,0.2163898142
1987,Italy,ITA,136,56729.7,14867.9193666832,68.5620395866,75.87,1010382.17502555,0.2161517128
1988,Italy,ITA,136,56734.03,15484.7030101617,72.4408614286,78.94,1122818.49622472,0.2200595795
1989,Italy,ITA,136,56737.53,15996.8773510644,75.5557308363,82.03,1232723.36130736,0.2203035636
1990,Italy,ITA,136,56742.89,16313.1275125395,76.9655163637,83.65,1364058.49481606,0.2215081265
1991,Italy,ITA,136,56747.46,16562.9480304503,77.6579331492,85.88,1489815.13911657,0.2178338143
1992,Italy,ITA,136,56840.85,16634.0074582212,78.5797469518,87.25,1567605.25424837,0.2125145578
1993,Italy,ITA,136,57026.75,16440.8383467954,77.9107729316,84.5,1614633.5130203,0.1903246993
1994,Italy,ITA,136,57179.46,16761.7395741231,80.2131945707,85.79,1707792.96886034,0.1874024798
1995,Italy,ITA,136,57274.53,17216.595268777,84.5290780978,87.06,1843635.34694143,0.1930115233
1996,Italy,ITA,136,57367.03,17378.1204362151,85.3046009957,87.86,1954001.60508574,0.1908219939
1997,Italy,ITA,136,57479.47,17675.6549318374,88.0798018379,90.6,2041479.98109355,0.1904514745
1998,Italy,ITA,136,57550.32,17908.5395856099,90.7033793009,93.7,2126180.85665037,0.1938666821
1999,Italy,ITA,136,57603.63,18140.5164209377,93.2693056714,96.07,2270015.759431,0.1975318865
2000,Italy,ITA,136,57719.34,18761.3716026852,96.9518320835,98.3,2318348.956,0.2048905695
2001,Italy,ITA,136,57844.92,19062.4399166614,99.1623943032,98.91,2431199.4778,0.2052036386
2002,Italy,ITA,136,57927,19100.4710456884,99.8347891561,98.77,2520386.2944,0.2109047018
2003,Italy,ITA,136,57998.35,19006.7084898591,99.3761963475,98.96,2605928.8744,0.2051329277
2004,Italy,ITA,136,58057.48,19210.5197039757,99.5473385957,98.65,2715455.984,0.2063555884
2005,Italy,ITA,136,58103.03,19283.7331714422,100,98.5,2794517.625,0.2093914105
2006,Italy,ITA,136,58133.51,19629.6063533315,101.7002820124,100,2906276.688,0.2137007213
2007,Italy,ITA,136,58147.73,19841.5386711961,102.679744449,99.71,3022542.2973,0.2146010239
2008,Italy,ITA,136,58145.32,19460.4958473145,100.9309100946,97.34,3066648.9252,0.2096889581
2009,Italy,ITA,136,58490.3078328474,18278.6255800464,94.9648623224,94.77,2956897.9329,0.1935519001
2010,Italy,ITA,136,58677.6719144801,18520.4251229094,96.2926231762,95.6120538521,3018705.472,0.1936295329
2011,Italy,ITA,136,58851.1571752511,18955.840487301,96.6912844271,95.4363926484,3082690.5813,0.1908453079
2012,Italy,ITA,136,58879.9061613217,18751.4843065302,94.2443663053,91.4207122631,3039676.9184,0.1797005619
2013,Italy,ITA,136,59168.3873663751,18629.9229602098,91.3648507311,88.1435156752,3030617.3226,0.1726611037
1870,Japan,JPN,158,34437,737.3754972849,3.2630848017,,,
1871,Japan,JPN,158,34648,742.0053105518,3.2837162396,,,
1872,Japan,JPN,158,34859,746.0053357813,3.3015484371,,,
1873,Japan,JPN,158,35070,751.0122611919,3.3238386841,,,
1874,Japan,JPN,158,35235,756.179934724,3.3467509844,5.3555,,
1875,Japan,JPN,158,35436,809.8543853708,3.5857231668,5.5482,0.0005616779,
1876,Japan,JPN,158,35713,784.5602441688,3.4728204741,5.5651,0.0005512764,
1877,Japan,JPN,158,36018,802.6542284413,3.553583741,5.6966,0.0005294334,
1878,Japan,JPN,158,36315,793.749139474,3.5138759987,5.6561,0.0006168055,
1879,Japan,JPN,158,36557,835.4077194518,3.699455264,5.9314,0.0007915498,
1880,Japan,JPN,158,36807,863.3955497596,3.8242806469,6.3093,0.0007624257,
1881,Japan,JPN,158,37112,829.3004957965,3.6719812387,6.0151,0.0008258745,
1882,Japan,JPN,158,37414,844.175976907,3.7384372773,6.0462,0.0007780279,
1883,Japan,JPN,158,37766,837.2080707515,3.7072309315,5.9226,0.0007385024,
1884,Japan,JPN,158,38138,835.7019245896,3.7004920197,6.2304,0.0007728272,
1885,Japan,JPN,158,38427,860.1243917038,3.8094550408,5.8714,0.0008654,0.070719603
1886,Japan,JPN,158,38622,916.446584848,4.1147795862,6.167,0.0008657,0.12625
1887,Japan,JPN,158,38866,951.5257551588,4.2619988916,6.66,0.0008739,0.1222493888
1888,Japan,JPN,158,39251,899.5949147792,4.0339126437,6.7214,0.0008608,0.1535796767
1889,Japan,JPN,158,39688,932.6748639387,4.203214845,7.1003,0.0009381,0.1476439791
1890,Japan,JPN,158,40077,1011.9419617237,4.5430633542,6.8504,0.0011733,0.1448863636
1891,Japan,JPN,158,40380,956.4380138683,4.292064806,7.3992,0.0010812,0.1404741001
1892,Japan,JPN,158,40684,1012.6947940222,4.5485581593,7.2566,0.0011486,0.136
1893,Japan,JPN,158,41001,1008.3603082852,4.5267862902,7.7395,0.0011683,0.1378446115
1894,Japan,JPN,158,41350,1119.4156711004,5.0247400394,7.5259,0.0013893,0.1644245142
1895,Japan,JPN,158,41775,1123.4641532017,5.0423648858,7.8963,0.0015253,0.1617268041
1896,Japan,JPN,158,42196,1051.123495118,4.7173419827,8.1216,0.0015871,0.1818727491
1897,Japan,JPN,158,42643,1061.9491123983,4.765654797,8.029,0.00191,0.2054164538
1898,Japan,JPN,158,43145,1248.8829760111,5.617453257,8.4287,0.0024318,0.194165907
1899,Japan,JPN,158,43626,1143.1368450007,5.1385758121,8.5104,0.0021952,0.1624891962
1900,Japan,JPN,158,44103,1179.5133664377,5.298858239,8.2309,0.0024928,0.161971831
1901,Japan,JPN,158,44662,1206.4631230129,5.4195365992,8.25,0.0025196,0.1525764895
1902,Japan,JPN,158,45255,1128.9048502928,5.0701499378,8.1358,0.0024564,0.1320457233
1903,Japan,JPN,158,45841,1192.6275386663,5.3611672549,8.0563,0.0028097,0.1357566766
1904,Japan,JPN,158,46378,1188.088253051,5.3375292256,8.1903,0.0029407,0.1202113606
1905,Japan,JPN,158,46829,1156.7547459907,5.1992260189,7.6458,0.0030587,0.1676394293
1906,Japan,JPN,158,47227,1297.2095411523,5.8347572458,7.5323,0.0035638,0.1635372502
1907,Japan,JPN,158,47691,1325.1545574637,5.9632112736,8.4361,0.0039906,0.169382848
1908,Japan,JPN,158,48260,1318.4389556569,5.9317975767,8.4741,0.0040338,0.1760488582
1909,Japan,JPN,158,48869,1300.5424911498,5.8458505315,8.5314,0.0039339,0.1579365079
1910,Japan,JPN,158,49518,1303.7552607133,5.8602614353,8.7762,0.003964,0.1755414013
1911,Japan,JPN,158,50215,1355.5780145375,6.0967454041,8.5385,0.004594,0.1926954963
1912,Japan,JPN,158,50941,1384.082605367,6.2298648324,8.6607,0.005085,0.1795140344
1913,Japan,JPN,158,51672,1386.6891159622,6.2407507669,8.8097,0.005293,0.1717534411
1914,Japan,JPN,158,52396,1326.5022139095,5.9636259758,8.4541,0.004848,0.1699029126
1915,Japan,JPN,158,53124,1429.7150064001,6.4360755355,8.831,0.005114,0.1588859948
1916,Japan,JPN,158,53815,1629.7179596767,7.3480058245,9.2183,0.006576,0.1684296176
1917,Japan,JPN,158,54437,1665.0631923141,7.5122279229,9.5321,0.00873,0.2113594041
1918,Japan,JPN,158,54886,1668.4133294465,7.5281939603,9.9959,0.011582,0.2282287355
1919,Japan,JPN,158,55253,1827.2143955984,8.2439700761,10.8697,0.015659,0.1900601825
1920,Japan,JPN,158,55818,1695.7542907306,7.6449326489,10.5948,0.015471,0.2262204328
1921,Japan,JPN,158,56490,1859.5025314215,8.3964768355,11.1673,0.015188,0.1926642483
1922,Japan,JPN,158,57209,1831.1224807286,8.2628390294,11.7173,0.015483,0.191035767
1923,Japan,JPN,158,57937,1809.3504841466,8.1678722098,11.7724,0.015727,0.1675154114
1924,Japan,JPN,158,58686,1836.3172136455,8.2904167302,11.866,0.016531,0.1880457114
1925,Japan,JPN,158,59522,1885.1617553174,8.5115567151,11.9302,0.017163,0.1662465417
1926,Japan,JPN,158,60490,1871.5777814515,8.4510101838,11.9058,0.016657,0.1791549296
1927,Japan,JPN,158,61430,1869.7665472896,8.4418867339,12.0648,0.016145,0.1774995397
1928,Japan,JPN,158,62361,1992.3718670323,9.0015274456,12.2332,0.016969,0.1661819944
1929,Japan,JPN,158,63244,2025.7346783885,9.1579738765,11.9779,0.017193,0.1728478448
1930,Japan,JPN,158,64203,1850.3913212778,8.3521036927,11.8498,0.014454,0.0849819495
1931,Japan,JPN,158,65205,1837.340940112,8.2935269973,11.5975,0.012986,0.0709265176
1932,Japan,JPN,158,66189,1961.5832842315,8.8630168878,11.3829,0.014259,0.10572721
1933,Japan,JPN,158,67182,2122.435622637,9.6004611972,11.25,0.016161,0.125366262
1934,Japan,JPN,158,68090,2098.3416360699,9.4885952602,11.3222,0.016978,0.1433129148
1935,Japan,JPN,158,69238,2120.4684855137,9.5877091025,10.7974,0.018104,0.1418668579
1936,Japan,JPN,158,70171,2244.4213991535,10.1581320732,10.9307,0.019902,0.1469662921
1937,Japan,JPN,158,71278,2315.1162911417,10.4831549763,11.2917,0.023318,0.16857338
1938,Japan,JPN,158,71879,2449.2747673173,11.0944261204,11.0419,0.027226,0.1979248311
1939,Japan,JPN,158,72364,2816.056768559,12.7682681527,10.4407,0.033817,0.2252818668
1940,Japan,JPN,158,72967,2874.2901722697,13.0360621427,9.2787,0.039513,0.2106559042
1941,Japan,JPN,158,74005,2872.7038848727,13.0276644218,8.848,0.0450293341,0.2001069138
1942,Japan,JPN,158,75029,2818.2169960949,12.7924245599,8.2987,0.054545512,0.1721646072
1943,Japan,JPN,158,76005,2821.6226432472,12.7890032661,7.7395,0.0640135474,0.2107984457
1944,Japan,JPN,158,77178,2658.9726606028,12.0020020356,6.283,0.0747242623,0.2180449109
1945,Japan,JPN,158,76224,1346.1258396306,9.3935247651,4.0744,,
1946,Japan,JPN,158,77199,1444.2164794881,6.4727766863,5.8249,0.4895869548,0.1561181435
1947,Japan,JPN,158,78119,1540.9444565343,7.0457915461,6.7246,1.3520449871,0.167303285
1948,Japan,JPN,158,80155,1725.2858836005,8.0131882636,7.1714,2.6916953677,0.1699923254
1949,Japan,JPN,158,81971,1799.8258774445,8.1470334208,7.5746,3.4859830645,0.165037037
1950,Japan,JPN,158,83805,1920.7207207207,8.9619233789,8.3701,4.0767926387,0.1758297441
1951,Japan,JPN,158,85164,2125.608509376,10.0250126449,9.2992,5.6230197935,0.1901175606
1952,Japan,JPN,158,86459,2336.4246820965,10.9223246789,10.7856,6.4214390258,0.2055653852
1953,Japan,JPN,158,87655,2474.3436961038,11.3900051625,12.0232,7.2467132387,0.2214937286
1954,Japan,JPN,158,88754,2581.8698745065,11.947053985,12.4763,8.0533955419,0.2175195588
1955,Japan,JPN,158,89815,2770.7491371714,12.8950633714,13.3152,8.8786697548,0.1981154025
1956,Japan,JPN,158,90766,2947.8701055396,13.5710280694,14.3621,10.0251708516,0.2359365341
1957,Japan,JPN,158,91563,3135.8733525238,14.4683401035,15.4072,11.4381559871,0.2662091385
1958,Japan,JPN,158,92389,3288.895321609,15.2528531204,16.2585,11.8967564258,0.2551658274
1959,Japan,JPN,158,93297,3553.9357364986,16.4108055303,17.4465,13.3582871032,0.2655996289
1960,Japan,JPN,158,94092,3986.4328857789,18.150170521,19.2154,16.0097,0.3032258065
1961,Japan,JPN,158,94943,4426.2842242053,20.1726734858,21.0323,19.3365,0.3333333333
1962,Japan,JPN,158,95832,4776.5168283412,21.7809925596,22.4355,21.9427,0.3242009132
1963,Japan,JPN,158,96812,5128.6442560701,23.4039298883,24.1824,25.1132,0.3147410359
1964,Japan,JPN,158,97826,5667.6904578195,25.8915214474,26.4585,29.5413,0.3186440678
1965,Japan,JPN,158,98883,5933.7476120909,27.1186254607,27.6545,32.866,0.2978723404
1966,Japan,JPN,158,99790,6505.5315792792,29.7548877832,30.2421,38.17,0.3036649215
1967,Japan,JPN,158,100825,7152.2936227134,32.773609273,33.2063,44.7305,0.3199105145
1968,Japan,JPN,158,101961,7983.3134093114,36.8863153478,35.9921,52.9749,0.3320754717
1969,Japan,JPN,158,103172,8874.0888973852,40.7184753378,39.0245,62.2289,0.3440514469
1970,Japan,JPN,158,104345,9713.9514330029,44.6159509351,41.7168,73.3449,0.3547066849
1971,Japan,JPN,158,105697,10040.324215724,46.1342796166,43.574,80.7013,0.3420074349
1972,Japan,JPN,158,107188,10733.59956084,49.3651213169,46.9493,92.3944,0.3409090909
1973,Japan,JPN,158,108707,11433.8020648332,52.9200528403,50.796,112.4981,0.3651785714
1974,Japan,JPN,158,110162,11144.5202007489,51.2517056131,49.7985,134.2438,0.3485074627
1975,Japan,JPN,158,111573,11343.7810592294,52.0089519558,51.2461,148.3271,0.325
1976,Japan,JPN,158,112775,11668.9679039317,53.6902586289,52.3732,166.5733,0.3107784431
1977,Japan,JPN,158,113872,12063.8549757324,55.5274933551,53.9008,185.622,0.3010752688
1978,Japan,JPN,158,114913,12584.8782997065,57.9501840091,56.2602,204.4041,0.3044117647
1979,Japan,JPN,158,115890,13163.0971326701,60.6379730885,59.401,221.5466,0.3162162162
1980,Japan,JPN,158,116807,13427.7299376874,61.8692241244,59.495,242.8387,0.3158333333
1981,Japan,JPN,158,117648,13754.4517084051,63.2253005433,59.913,261.0682,0.3058139535
1982,Japan,JPN,158,118455,14078.3704025801,64.5426023,62.1166,274.0866,0.2944649446
1983,Japan,JPN,158,119270,14306.8728905049,65.1415360516,63.442,285.0583,0.279787234
1984,Japan,JPN,158,120035,14772.5869629179,66.7586675486,64.5728,302.9749,0.276744186
1985,Japan,JPN,158,120754,15331.2508408083,69.7422430212,66.7433,325.4019,0.275
1986,Japan,JPN,158,121492,15679.3810630013,71.3794875782,68.5586,340.5595,0.2725373134
1987,Japan,JPN,158,122091,16251.2938572827,73.7363442471,71.0471,354.1702,0.2850574713
1988,Japan,JPN,158,122613,17184.6378442743,78.4092094114,74.1991,380.7429,0.2991913747
1989,Japan,JPN,158,123108,17942.5136567634,82.2360819475,77.4729,410.1222,0.3106060606
1990,Japan,JPN,158,123537,18789.0711638743,86.2324640359,80.7592,442.781,0.3225806452
1991,Japan,JPN,158,123946,19347.1030845286,88.8537970767,82.8278,469.4218,0.3188720174
1992,Japan,JPN,158,124329,19440.299298859,89.4965855933,84.7893,480.7828,0.305907173
1993,Japan,JPN,158,124668,19417.4356107225,89.4970002956,85.74,483.7118,0.2935010482
1994,Japan,JPN,158,125014,19536.8194484374,90.1748311539,87.7558,495.7434,0.2836438923
1995,Japan,JPN,158,125341,19871.7144565587,91.5420008584,89.0283,501.7069,0.2775510204
1996,Japan,JPN,158,125645,20343.3604494179,93.6606110739,90.9911,511.9348,0.2842942346
1997,Japan,JPN,158,125956,20617.4376150292,94.7154062945,91.5937,523.1983,0.275390625
1998,Japan,JPN,158,126246,20154.4939970668,92.8123375831,91.3092,512.4386,0.2584493042
1999,Japan,JPN,158,126494,20070.3990882824,92.431744576,91.2797,504.9032,0.2545454545
2000,Japan,JPN,158,126729,20480.9512649949,94.9876583339,92.0045,509.86,0.253493014
2001,Japan,JPN,158,126972,20499.907952727,95.1443121159,93.3432,505.5432,0.2474849095
2002,Japan,JPN,158,127187,20516.8492325356,95.0492416208,93.6385,499.147,0.2326530612
2003,Japan,JPN,158,127358,20832.9978499007,96.5334610407,94.5506,498.8548,0.2281059063
2004,Japan,JPN,158,127480,21301.1782487397,98.7232963708,96.3481,503.7253,0.2278225806
2005,Japan,JPN,158,127537,21575.0234740755,100,98.1704,503.903,0.22466
2006,Japan,JPN,158,127515,21938.1705923005,101.628478218,100,506.687,0.22681
2007,Japan,JPN,158,127433,22410.0656101345,103.7370921149,100.6445,512.9752,0.22884
2008,Japan,JPN,158,127288,22175.1244681219,102.6068293877,99.9909,501.2093,0.22977
2009,Japan,JPN,158,127147.446104689,20963.2002965601,96.9478865758,99.0942,471.1387,0.19665
2010,Japan,JPN,158,127190.310058578,21934.9033913457,101.4397107357,101.8194763335,482.3844,0.19811
2011,Japan,JPN,158,127426.560223037,22244.77566562,101.180128667,102.2868199752,471.3108,0.20193
2012,Japan,JPN,158,127148.442940826,23099.663252151,103.160960004,104.8237773632,473.7771,0.20861
2013,Japan,JPN,158,126930.135826833,23832.1171958667,105.0087900315,106.7564618434,478.3683,0.21127
1870,Netherlands,NLD,138,3610,2755.2250480369,11.4481372691,12.7381,931.4075585422,0.0941274302
1871,Netherlands,NLD,138,3636,2738.3545435354,11.3777025617,12.5542,972.0918361538,0.0887272136
1872,Netherlands,NLD,138,3662,2768.5136407288,11.5041996266,13.875,1093.8014976277,0.096733274
1873,Netherlands,NLD,138,3670,2825.2656301493,11.7426175434,13.8372,1181.0007249544,0.0892370324
1874,Netherlands,NLD,138,3745,2720.9050166905,11.3032925236,13.8706,1148.7040148652,0.0867194671
1875,Netherlands,NLD,138,3788,2876.3491209484,11.955654502,14.5009,1115.881852631,0.0929802736
1876,Netherlands,NLD,138,3832,2883.44456705,11.9855204488,14.579,1118.8565883198,0.103297421
1877,Netherlands,NLD,138,3883,2917.6738069865,12.129753605,15.0404,1152.1396789003,0.116769696
1878,Netherlands,NLD,138,3834,2909.4275265788,12.0950968749,14.689,1094.9703266425,0.1024064281
1879,Netherlands,NLD,138,3986,2769.011550087,11.5033841741,13.8552,1037.5085556204,0.1219286331
1880,Netherlands,NLD,138,4043,2927.3858316323,12.1681818028,14.9029,1120.4649357962,0.1111431478
1881,Netherlands,NLD,138,4079,2944.7369765395,12.2411647991,15.2213,1134.1663222597,0.1208614621
1882,Netherlands,NLD,138,4130,2985.172346796,12.4114924344,15.5065,1190.9199066505,0.1132208801
1883,Netherlands,NLD,138,4180,3170.0316922123,13.1885167097,16.4165,1170.2997768489,0.1280218991
1884,Netherlands,NLD,138,4226,3190.4684845178,13.2745469456,16.2074,1158.2267596717,0.1205049001
1885,Netherlands,NLD,138,4276,3222.8695566064,13.4109313717,16.0348,1109.8255890164,0.11579387
1886,Netherlands,NLD,138,4326,3234.59099857,13.4602662463,15.8988,1094.3514448545,0.1269391114
1887,Netherlands,NLD,138,4378,3276.9477040873,13.6387484064,16.2943,1141.0273636605,0.1082094996
1888,Netherlands,NLD,138,4432,3281.8598889066,13.6594405129,15.8822,1178.3581562956,0.124036991
1889,Netherlands,NLD,138,4485,3356.4344148805,13.9734916466,16.4585,1237.210444463,0.1066277775
1890,Netherlands,NLD,138,4535,3186.2092809686,13.2573205121,15.1863,1240.9433862745,0.1227751416
1891,Netherlands,NLD,138,4585,3158.5028496108,13.1407108085,15.3964,1259.5451382933,0.1246402334
1892,Netherlands,NLD,138,4632,3218.7112856787,13.3936030067,15.6317,1209.135004571,0.1222824577
1893,Netherlands,NLD,138,4684,3149.310580813,13.101059432,14.8456,1186.0697006264,0.1132201589
1894,Netherlands,NLD,138,4743,3292.2430205694,13.7029652886,16.0466,1229.4706899098,0.1126850775
1895,Netherlands,NLD,138,4803,3270.2606585035,13.6104114329,16.3294,1209.4224999424,0.1173799892
1896,Netherlands,NLD,138,4866,3362.2063377143,13.998362947,17.0317,1279.574568076,0.121486472
1897,Netherlands,NLD,138,4935,3400.5709752953,14.160434126,16.5928,1288.1720276336,0.1273999097
1898,Netherlands,NLD,138,5003,3407.0386114757,14.1876498523,17.5111,1361.6516992244,0.1208018174
1899,Netherlands,NLD,138,5070,3410.4529424422,14.2021241337,16.9521,1393.8239902494,0.1465715911
1900,Netherlands,NLD,138,5142,3328.9614376746,13.8576973954,16.5012,1466.6157312333,0.148114462
1901,Netherlands,NLD,138,5221,3440.439864598,14.3293347195,17.6161,1500.7918894719,0.1476893642
1902,Netherlands,NLD,138,5305,3532.2715297735,14.7178978229,17.7492,1532.5947647258,0.1398882503
1903,Netherlands,NLD,138,5389,3478.0004686503,14.4882460202,17.5907,1561.7602399106,0.1484542852
1904,Netherlands,NLD,138,5470,3475.9912730217,14.4796837692,17.4876,1642.1540568817,0.1405757268
1905,Netherlands,NLD,138,5551,3597.7291724203,14.9943362113,19.0083,1710.9686442514,0.1378184228
1906,Netherlands,NLD,138,5632,3620.0714332261,15.0888267666,18.7552,1822.9273188677,0.1485539205
1907,Netherlands,NLD,138,5710,3508.3359503972,14.6169855794,18.1189,1811.6056625,0.1441605121
